operator,addr:housenumber,addr:street,addr:city,addr:place,addr:postcode,fuel:octane_95,fuel:octane_98,fuel:diesel,fuel:lpg,fuel:CNG
Spółdzielnia Stw W Bolesławcu (Part. Circle),1D,Rakowice Wielkie,Lwówek Śląski,,59-600,yes,,yes,yes,
"Gminna Spółdzielnia ""Samopomoc Chłopska"" W Starej Kamienicy",7,Spacerowa,Mirsk,,59-630,yes,,yes,,
Spółdzielnia Stw W Bolesławcu - Marka Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,1A,Wojska Polskiego,Mirsk,,59-630,yes,yes,yes,yes,
"Przedsiębiorstwo Handlowo - Usługowe ""Art-Zbyt"" Sp. Jawna - Andrzej Wojtyczka, Bogdan Michalak (Part. Lotos)",20,Kolejowa,Krośnice,,56-320,yes,yes,yes,yes,
"Wpphu Import - Eksport - Palety S.C. K.Padewska, J.Padewski",4,Miodowa,Milicz,,56-300,,,,yes,
Przedsiębiorstwo Komunikacji Samochodowej,1,Poprzeczna,Milicz,,56-300,,,,yes,
Pw Katarzyna Jan Padewscy S.J.,47,Krotoszyńska,Milicz,,56-300,yes,,yes,yes,
"Przedsieborstwo ""Ochman"" Adam Ochmann",4C,Trzebnicka,Milicz,,56-300,yes,yes,yes,yes,
Pks Sp. Z O.O.,2,Poprzeczna,Milicz,,56-300,yes,,yes,yes,
Orlen Spółka Akcyjna Nr 4159,11,Ks. Waresiaka,Milicz,,56-300,yes,yes,yes,yes,
"Phu Art-Zbyt Sp.J. Andrzej Wojtyczka, Bogdan Michalak (Part. Lotos)",6,Poprzeczna,Milicz,,56-300,yes,yes,yes,yes,
Pw Katarzyna Jan Padewscy S.J.,2,Szosowa,Sławoszowice,,56-300,yes,,yes,yes,
Stacja Paliw Phu Art-Zbyt,6,Zamkowa,Sułów,,56-300,yes,,yes,,
Stacja Stanley Stanisław Krzyżoszczak,81,,,WSZEWILKI,56-300,,,,yes,
"Przedsiębiorstwo Wielobranżowe ""Pieprzyk"" Spółka Z Ograniczoną Odpowiedzialnością",1,Krotoszyńska,Wszewilki,,56-300,yes,,yes,yes,
Jan Rudnicki,,,,BIERUTÓW,56-420,,,,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 766,68,Wrocławska,Bierutów,,56-420,yes,yes,yes,yes,
Bultman Spółka Z Ograniczoną Odpowiedzialnoscią,50,,,CIEŚLE,56-400,yes,yes,yes,yes,
Usługi Transportowe - Przewóz Towaru Chodakowski Mariusz,46,,,DĄBROWA,56-400,yes,,yes,yes,
Ftd Pająk - Michał Pająk (Moya),39,Oleśnicka,Dobroszyce,,56-410,yes,,yes,yes,
Gaspol S.A,,Ligota,Ligota Polska,,56-400,,,,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 786,42,Wrocławska,Międzybórz,,56-513,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 1531,1E,,,NOWY DWÓR,56-500,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,9,Klonowa,Oleśnica,,56-400,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 791),54,Wrocławska,Oleśnica,,56-400,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 163,1,Pl. Staszica,Oleśnica,,56-400,yes,,yes,,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,34,Wojska Polskiego,Oleśnica,,56-400,yes,,yes,,
Stacja As24,37,Warszawska,Oleśnica,,56-400,,,yes,,
"Przedsiębiorstwo Wielobranżowe  ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",31,Krzywoustego,Oleśnica,,56-401,yes,yes,yes,yes,
Oleśnicadis Spółka Z Ograniczoną Odpowiedzialnością,69,Moniuszki,Oleśnica,,56-400,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,39,Wrocławska,Smardzów,,56-400,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4277,44,Wrocławska,Smardzów,,56-400,yes,yes,yes,yes,
Stacja Paliw Lukoil (Amic Polska Spółka Z Ograniczoną Odpowiedzialnością),21D,Stradomia Wierzchnia,Syców,,56-500,yes,,yes,yes,
"Ewa Trzewik, Franciszek Trzewik, Kamil Trzewik - Wspólnicy Spółki Cywilnej (Part. Shell)",17,Kaliska,Syców,,56-500,yes,,yes,yes,
Petra Spółka Z Ograniczoną Odpowiedzialnością,2,Długa,Twardogóra,,56-416,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4349,56,Wielkopolska,Twardogóra,,56-416,yes,yes,yes,yes,
"Auto-Port Brzezimierz Phu R. Kaczor, J. Kaczor Spółka Jawna (Moya)",15,,,BRZEZIMIERZ,55-216,yes,,yes,yes,
Przedsiębiorstwo Obrotu Samochodami I Częściami Zamiennymi Polmozbyt Jelcz S.A. (Part. Lotos),10,Wrocławska,Jelcz-Laskowice,,55-220,yes,yes,yes,yes,
"Phu ""Ecco-Mar"" - Maria Łucka",2A,Witosa,Jelcz-Laskowice,,55-231,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4540,194B,Oławska,Jelcz-Laskowice,,55-220,yes,yes,yes,yes,
Wetar Spółka Z Ograniczoną Odpowiedzialnością (Intermarche),25,Oławska,Jelcz-Laskowice,,55-231,yes,yes,yes,yes,
Stacja Paliw Petroleum,33,Wrocławska,Miłoszyce,,55-220,yes,,yes,,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,72,Oleśnica Mała,Oleśnica Mała (A4),,55-200,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,3,Nowy Otok,Oława,,55-200,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4107,1,Wiejska,Oława,,55-200,yes,yes,yes,yes,
Antra Gaz Gaz Płynny Nowak Jan,7,Opolska,Oława,,55-200,,,,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 977,31,Opolska,Oława,,55-200,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,29B,Kutrowskiego,Oława,,55-200,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 878),2A,Trzebnicka,Chocianów,,59-140,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 1209,6,Kopalniana,Polkowice,,59-320,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,23,Gdańska,Polkowice,,59-100,yes,yes,yes,yes,
Energetyka Spółka Z Ograniczoną Odpowiedzialnoscą,9,Kopalniana,Polkowice,,59-100,,,yes,,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,5,Działkowa,Polkowice,,59-100,yes,yes,yes,yes,
Przedsiębiorstwo Handlowo Usługowe Grelen Grech Spółka Jawna (Fr. Orlen),50,Jana Pawła Ii,Polkowice,,59-100,yes,yes,yes,yes,
Omega Przedsiębiorstwo Handlowo-Usługowe Spółka Z Ograniczoną Odpowiedzialnoscią,2,Polna,Polkowice,,59-100,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 1251,33B,Głogowska,Przemków,,59-170,yes,yes,yes,yes,
Bruk Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen),2A,Głogowska,Radwanice,,59-160,yes,yes,yes,yes,
Apexim Ab Paliwa Spółka Z Ograniczoną Odpowiedzialnością,3,,,SUCHA GÓRNA,59-101,yes,yes,yes,,
P.W. Borowczyk - Joanna Borowczyk,143A,,,TRZEBNICE,59-140,yes,,yes,yes,
"Przedsiębiorstwo Wielobranżowe  ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",9,,,KARCZYN,57-150,yes,,yes,yes,
"Przedsiębiorstwo Handlowo-Usługowe ""Zbyszko"" Zbigniew Zwoliński Stacja Paliw",8,Ziębicka,Przeworno,,57-130,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4011),27,Jana Pawła Ii,Strzelin,,57-100,yes,yes,yes,yes,
"Etoll Spółka Jawna J. Tatarski, Z. Tatarski, A. Jaworski (Fr. Orlen)",32,Ząbkowicka,Strzelin,,57-100,yes,yes,yes,yes,
"Gminna Spółdzielnia ""Samopomoc Chłopska""",,1-Go,Wiązów,,57-120,yes,,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,43,Kalinowa,Witowice (A4),,57-120,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 81,1,Przemysłowa,Kostomłoty,,55-311,yes,yes,yes,yes,
Kdm Spółka Z Ograniczoną Odpowiedzialnością (Part. Bp),42,Wrocławska,Krępice,,55-330,yes,yes,yes,yes,
Kdm Spółka Z Ograniczoną Odpowiedzialnością,2,Wrocławska,Krępice,,55-330,yes,yes,yes,yes,
Pawtrans Holding Sp Z O.O. (Part. Lotos),1,Targowa,Środa Śląska,,55-300,yes,yes,yes,yes,
Orlen Spółka Akcyjna Nr 1105,88,Wrocławska,Środa Śląska,,59-100,yes,yes,yes,yes,
"Halina Mikła, Bogdan Mikła, Elwira Mikło-Czyrko - Wspólnicy Spółki Cywilnej",2A,,,UDANIN,55-340,yes,,yes,yes,
Mol Polska Spółka Z Ograniczoną Odpowiedzialnością,38F,,,WICHRÓW,55-311,yes,yes,yes,yes,
Gazela Andrzej Cichy,12,Marszowicka,Wilkszyn,,55-335,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 85,9,Akacjowa,Wróblowice,,55-330,yes,yes,yes,yes,
"Ppuh ""Jankowski"" - Zbigniew Jankowski",9,Średzka,Żródła,,55-330,yes,,yes,,
"Przedsiębiorstwo Wielobranżowe ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością - ""Stacja Paliw Dobromierz""",24,Serwinów,Dobromierz,,59-414,yes,yes,yes,yes,
Stacja Paliw Pphu,,,,LUTOMIA GÓRNA,58-113,yes,,yes,,
Amic Polska Spółka Z Ograniczoną Odpowiedzialnością,12,Wrocławska,Marcinowice,,58-124,yes,yes,yes,yes,
Ms Marek Śnieżyk I Wspólnicy Spółka Jawna,26A,,,MOKRZESZÓW,58-160,yes,,yes,yes,
"Przedsiębiorstwo Wielobranżowe  ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",,Nowy,Nowy Jaworów,,58-140,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4445),382),Słotwina 62 (Dw,Słotwina,,58-100,yes,yes,yes,yes,
Elcom-Gaz Zygmunt Sobieralski,63,Wojska Polskiego,Strzegom,,58-150,,,,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością (Stacja Nr 5511),,Wojska Polskiego 80G /,Strzegom,,58-150,yes,yes,yes,yes,
Przedsiębiorstwo Produkcyjno-Handlowo-Usługowe W&W Spółka Z Ograniczoną Odpowiedzialnością,2,Gronowska,Strzegom,,59-150,yes,,yes,yes,
"Skład Opału I Materiałów Budowlanych Usługi Transportowo - Rozładunkowe Maria, Teresa Gajecka",72,Wojska Polskiego,Strzegom,,58-150,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 289),12,Wojska Polskiego,Strzegom,,58-150,yes,yes,yes,yes,
"Pkn ""Orlen"" S.A. Nr 245,",,Wrocławska 23,Świdnica,,58-100,yes,,yes,,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,,,,ŚWIDNICA,58-105,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 100),14,Esperantystów,Świdnica,,58-100,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 731),4,Szarych Szeregów,Świdnica,,58-100,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością (Stacja Nr 5508),10,Sikorskiego,Świdnica,,58-105,yes,yes,yes,yes,
"Przedsiębiorstwo Transportowe ""Transbud"" Stanisław Dobrowolski",2,Metalowców,Świdnica,,58-100,,,yes,,
"Stacja Paliw ""Kargo"" Katarzyna Studzienna",10,Husarska,Świdnica,,58-100,yes,,yes,yes,
Tesco (Polska) Spółka Z Ograniczoną Odpowiedzialnościa,2,Strzegomska,Świdnica,,58-100,yes,yes,yes,yes,
"Phu Stetom S.C. Kazimierz Tomczyk, Marcin, Stempak",55B,Westerplatte,Świdnica,,58-100,yes,,yes,,
Dk Oil Dominika Sieńko,1D,Kolejowa,Świdnica,,58-100,yes,yes,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 1525,60,Świdnicka,Świebodzice,,58-160,yes,yes,yes,yes,
P.P.H.U. Sta-Gaz Stańczyk Ryszad (Stacja Franczyzowa Pkn Orlen S.A. Nr 7224),52,Jeleniogórska,Świebodzice,,58-160,yes,yes,yes,yes,
"Przedsiębiorstwo Wielobranżowe  ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",43,,,TWORZYJANÓW,58-124,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 708),1,Armii Krajowej,Żarów,,58-130,yes,yes,yes,yes,
"Przedsiębiorstwo Wielobranżowe  ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",,,,BĘDKOWO,55-100,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4498,,Mop,Borzęcin,,55-140,yes,yes,yes,yes,
"Stadnina Koni Dębno Adam Lachera, Ewa Lachera, Żaneta Lachera - Spółka Jawna (Part. Bp)",1A,,,DĘBNO,55-140,yes,yes,yes,yes,
"Przedsiębiorstwo Wielobranżowe ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",25,Wrocławska,Korzeńsko,,55-140,yes,yes,yes,yes,
"Przedsiębiorstwo Wielobranżowe ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",1,,,MASŁOWIEC,55-100,yes,,yes,yes,
Janusz Koszowski Stacja Benzynowa Sprzedaż Artykułów Wielobranżowych,59,Wrocławska,Oborniki Śląskie,,55-120,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 976),15,Piłsudskiego,Oborniki Śląskie,,55-120,yes,yes,yes,yes,
"Przedsiębiorstwo Wielobranżowe  ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",47,Wrocławska,Prusice,,55-110,yes,yes,yes,yes,
"Przedsiębiorstwo Wielobranżowe  ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością (Stacja Partnerska Marki Lotos)",5,Dk,Prusice,,55-110,yes,yes,yes,,
Pegaz-Auto Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen),1,Rzemieślnicza,Szewce,,55-114,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 166),14,Wrocławska,Trzebnica,,55-100,yes,yes,yes,yes,
Olaf Spółka Z Ograniczoną Odpowiedzialnością (Intermarche),10,Wrocławska,Trzebnica,,55-100,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4524,1,Siostry Hilgi Brzoski,Trzebnica,,55-100,yes,yes,yes,yes,
"Firma Transportowa ""Transmar"" Marian Matłok",51,Prusicka,Trzebnica,,55-100,yes,yes,yes,yes,
F.H.U. B.I.M - Barbara Pogoda,21,Wrocławska,Wisznia Mała,,55-114,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 877),29,Wrocławska,Żmigród,,56-310,yes,yes,yes,,
"Przedsiębiorstwo Wielobranżowe Pieprzyk Sp. Z O.O. ""Stacja Paliw Żmigród""",53,Wrocławska,Żmigród,,55-140,yes,yes,yes,yes,
Taja Krawczyszyn-Kabza Spółka Jawna (Fr. Orlen),4A,Parkowa,Żmigród,,55-140,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1094),73B,Sienkiewicza,Głuszyca,,58-340,yes,,yes,,
Trans-Gaz,12,Kłodzka,Jedlina-Zdrój,,58-330,,,,yes,
Stacja Paliwtrinity Sp. Z O.O.,12,Objazdowa,Kłodzko,,57-300,yes,,yes,,
Tesco (Polska) Spółka Z Ograniczoną Odpowiedzialnościa,44,Łączyńskiego,Szczawno-Zdrój,,58-310,yes,yes,yes,yes,
Stacja Cng Wałbrzych,1,Ludowa,Wałbrzych,,58-305,,,,,yes
P.H.U. Ql-Gaz Leszek Kulik,20,Wysockiego,Wałbrzych,,58-300,,,,yes,
Amic Polska Spółka Z Ograniczoną Odpowiedzialnością,70,Wieniawskiego,Wałbrzych,,58-314,yes,,yes,,
Eko Park Bogusław Nowak,19,Wieniawskiego,Wałbrzych,,58-306,,,,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,144,Wrocławska,Wałbrzych,,58-306,yes,yes,yes,yes,
"Przedsiębiorstwo Wielobranżowe ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",17,Ogrodowa,Wałbrzych,,58-306,yes,,yes,yes,
Tank Sp. Z O.O. (Stacja Franczyzowa Pkn Orlen S.A. Nr 7240),,Świdnicka -,Wałbrzych,,58-302,yes,yes,yes,yes,
Stacja Paliw,,,,WAŁBRZYCH,58-302,yes,,yes,,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,28,Wrocławska,Wałbrzych,,58-309,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 358,9A,Wrocławska,Wałbrzych,,58-309,yes,yes,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 536,68,Wieniawskiego,Wałbrzych,,58-314,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością (Stacja Nr 5506),2,Kolejowa,Wałbrzych,,58-300,yes,yes,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,7A,Armii Krajowej,Wałbrzych,,58-302,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1207),60,1-Go Maja,Wałbrzych,,58-300,yes,yes,yes,yes,
"Stacja Paliw ""Intermarche""",31,Jerozolimskie,Brzeg Dolny,,56-120,yes,,yes,,
Orlen Spółka Akcyjna Nr 980,1,Dębowa,Brzeg Dolny,,56-120,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1101),1,Szkolna,Wińsko,,56-160,yes,,yes,,
Przedsiębiorstwo Komunikacji Samochodowej W Wołowie Spółka Z Ograniczoną Odpowiedzialnością,24,Ścinawska,Wołów,,56-100,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 178),35,Żeromskiego,Wołów,,56-100,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,2,Żeromskiego,Wołów,,56-100,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 644),,Autostrada,Bielany Wrocławskie,,52-355,yes,yes,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 876),,Autostrada,Bielany Wrocławskie,,55-075,yes,yes,yes,,
Hyperoil Spółka Z Ograniczoną Odpowiedzialnoscią,6,Francuska,Bielany Wrocławskie,,55-040,yes,yes,yes,yes,
Centrum Wiesław Wojtasik,4,Tyniecka,Bielany Wrocławskie,,55-075,yes,,yes,yes,
Amic Polska Spółka Z Ograniczoną Odpowiedzialnością,16,Czekoladowa,Bielany Wrocławskie,,55-040,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,5,Amazon,Bielany Wrocławskie,,55-040,yes,yes,yes,yes,
Kontenerowa Stacja Paliw,,Bielany,"Bielany Wrocławskie, Gm. Kobierzyce",,55-040,,,,yes,
Rafin Spółka Z Ograniczoną Odpowiedzialnością,6D,Wrocławska,Długołęka,,55-095,yes,,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością (Stacja Nr 5019),52,Wrocławska,Długołęka,,55-090,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna 4528,2,Wrocławska,Gajków,,55-003,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 1095,32A,Kątecka,Gniechowice,,55-042,yes,,yes,,
"Przedsiębiorstwo Wielobranżowe ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",15,Kurpińskiego,Jordanów Śląski,,55-065,,,,yes,
Stacja Modułowa Do Tankowania Auto-Gazu,98,1-Maja,Kąty Wrocławskie,,55-080,,,,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4399,90,1-Go Maja,Kąty Wrocławskie,,55-080,yes,yes,yes,,
Unipetrolium Sp.Z O.O.,30,Nowowiejska,Kąty Wrocławskie,,55-080,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 984,10,Norwida,Kąty Wrocławskie,,55-080,yes,yes,yes,,
Citronex I Spółka Z Ograniczoną Odpowiedzialnością,4,Handlowa,Kąty Wrocławskie,,55-080,yes,yes,yes,yes,
Port Kąty Spółka Z Ograniczoną Odpowiedzialnością Spółka Komandytowa (Part. Shell),21,Popiełuszki,Kąty Wrocławskie,,55-080,yes,yes,yes,yes,
Atut Przedsiębiorstwo Wielobranżowe Spółka Z Ograniczoną Odpowiedzialnością (Part. Bp),42,Księdza Jerzego Popieuszki,Kąty Wrocławskie,,55-080,yes,yes,yes,yes,
Serafin Ph,14,Wilczycka,Kiełczów,,55-093,yes,,yes,yes,
"Przedsiębiorstwo ""Tank"" Spółka Z Ograniczoną Odpowiedzialnością  (Stacja Franczyzowa Pkn Orlen S.A. Nr 7558)",1,Witosa,Kobierzyce,,55-040,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4419,30,,,ŁOSICE,55-095,yes,yes,yes,yes,
Stacja Paliw Anna Mariola Mucha,26,Wrocławska,Łozina,,55-094,yes,,yes,yes,
Raf Gaz Sójka Rafał,62,Wrocławska,Mirków,,55-095,,,,yes,
Zoral Spółka Z Ograniczoną Odpowiedzialnością,6,Lotnicza,Mirosławice,,55-050,yes,yes,yes,yes,
Stacja Tankowania Samochodów Gazem Płynnym,,Pustków,Pustków Wilczkowski,,55-040,,,,yes,
Pegaz - Auto Spółka Z Ograniczoną Odpowiedzialnoscią (Part. Lotos),1A,Opolska,Siechnice,,55-011,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 1117,1C,Opolska,Siechnice,,52-012,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4389),21,Wrocławska,Sobótka,,55-050,yes,yes,yes,yes,
Stacja Paliw,,,,TYNIEC MAŁY,55-041,,,yes,,
"Przedsiębiorstwo Wielobranżowe  ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",47,,,WILCZKOWICE,55-065,yes,yes,yes,yes,
Phu Domagała Spółka Jawna,37,Wrocławska,Wojkowice,,55-020,yes,yes,yes,yes,
Michalczewski Sp. Z O.O.,5,Gazowa,Wrocław,,50-507,yes,,yes,,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,2,Zasłuczańska,Żerniki Wrocławskie Gm. Święta Katarzyna,,55-010,yes,yes,yes,yes,
"Piotr Roman Stacja Paliw ""Roman""",4,Paczkowska,Kamieniec Ząbkowicki,,57-230,yes,yes,yes,,
Stacja Paliw,,,,KAMIENIEC ZĄBKOWSKI,57-240,,,yes,,
Czesław Leśniak,,,,ZĄBKOWICE ŚLĄSKIE,57-200,,,,yes,
Phu Jurexpol,21,Kłodzka,Ząbkowice Śląskie,,57-200,yes,,yes,,
Stacja Paliw Phup Petrox,13A,Waryńskiego,Ząbkowice Śląskie,,57-200,yes,,yes,,
Tank - Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen),20,Kłodzka,Ząbkowice Śląskie,,57-200,yes,yes,yes,yes,
Tank - Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen),,Powstańców,Ząbkowice Śląskie,,57-200,yes,yes,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 539,31,Wrocławska,Ząbkowice Śląskie,,57-200,yes,yes,yes,yes,
Dk Oil Dominika Korta,26,Legnicka,Ząbkowice Śląskie,,57-200,yes,,yes,yes,
"Przedsiebiorstwo Wielobranżowe  ""Alicja"" Spółka Z Ograniczoną Odpowiedzialnością",8,Wrocławska,Ziębice,,57-220,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1102),62,Wałowa,Ziębice,,57-220,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1523),22,Sudecka,Złoty Stok,,57-250,yes,,yes,,
Rabex - Elżbieta Woźniak,6,Traugutta,Złoty Stok,,57-250,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 735),24,Daszyńskiego,Bogatynia,,59-920,yes,yes,yes,yes,
"Przedsiębiorstwo Handlowe ,,Zap'' - Zdzisław Pokład",,,,BOGATYNIA,59-920,yes,yes,yes,,
Pts Betrans Sp. Z O.O. (Stacja Partnerska Marki Lotos),,Młodych,Bogatynia,,59-916,yes,yes,yes,yes,
Horex A. I E. Horoszkiewicz Spółka Jawna,,,,BOGATYNIA,59-920,yes,yes,yes,yes,
"Ekonaft- Bolesławiec Sp.Z O.O., Baza Magazynowa Jerzmanki",141,,,JERZMANKI,59-900,,,yes,,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością (Stacja Nr 5326),98B,R-N Jędrzychowice,Jędrzychowice,,59-900,yes,yes,yes,yes,
"Ines Kniat ""Domar"" (Part. Lotos)",125,,,JĘDRZYCHOWICE,59-900,yes,yes,yes,yes,
Soley-Areca Sp.Z O.O. Spółka Komandytowa (Stacja Franczyzowa Pkn Orlen S.A. Nr 7518),114,,,JĘDRZYCHOWICE,59-900,yes,yes,yes,yes,
Groil S.C.,61,,,LASÓW,59-930,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4307,1,Górna,Łagów,,59-900,yes,yes,yes,yes,
"Cewal Sp. Jawna, Cecylia Sikora & Waldemar Sikora",8,Dąbrowskiego,Pieńsk,,59-930,yes,yes,yes,yes,
Kdm Spółka Z Ograniczoną Odpowiedzialnością,1,Mostowa,Porajów,,59-921,yes,yes,yes,yes,
„Horex” A I E Goroszkiewicz Sp. J.,,,,PORAJÓW,59-920,,,,yes,
Firma Pch Papanum Christos (Part. Bp),7,Aleja Trzech Państw,Porajów,,59-921,yes,yes,yes,yes,
Przedsiębiorstwo Handlowo Usługowe Modd-Mann Henryk Modrzyński I Adam Mandrykowski Spółka Jawna,,,,PORAJÓW,59-921,yes,,yes,,
Stacja Paliw,,,,PORAJÓW,59-921,yes,yes,yes,,
Stacja Paliw Christos Papanum (Fr. Bp),14B,,,RADOMIERZYCE,59-920,yes,yes,yes,yes,
Zofia I Karol Jersak – Przedsiębiorstwo Wielobranżowe „Jersak”,,,,RUSZÓW,59-950,,,,yes,
Apexim Ab Paliwa Sp Z O.O.,2,Kopaczów,Sieniawka,,59-921,yes,yes,yes,,
Stacja Paliw Grzegorz Górski Colo-Colo,,,,SIENIAWKA,59-921,yes,,yes,,
Ppks W Zgorzelcu Sp. Z O.O.,1,Rolnicza,Sieniawka,,59-921,yes,yes,yes,,
Apexim Ab Paliwa Spółka Z Ograniczoną Odpowiedzialnością,5A,Popiełuszki,Sieniawka,,59-921,yes,yes,yes,,
