LP.;RODZAJ PODMIOTU;NAZWA;ADRES;MIEJSCOWOŚĆ;KOD POCZTOWY;WOJEWÓDZTWO;POWIAT;RON95;RON98;ON;BIOES;B20;E10;BIO2;BIO3;BIO4;LPG;CNG
814;STACJA PALIW;GENERON SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCĄ;MICHALE;MICHALE;86-134;KUJAWSKO-POMORSKIE;ŚWIECKI;X;;X;;;;;;;X;
815;STACJA PALIW;"HM" HANDEL-USŁUGI-TRANSPORT HENRYK BULGE;GEN. KOMIEROWSKIEGO 45;NOWE;86-170;KUJAWSKO-POMORSKIE;ŚWIECKI;;;;;;;;;;X;
816;STACJA PALIW;PRZEDSIĘBIORSTWO "AWIX-OIL" ANDRZEJ KOŃCZALSKI (STACJA PARTNERSKA MARKI BP);KOŃCZYCE 38;NOWE;86-170;KUJAWSKO-POMORSKIE;ŚWIECKI;X;X;X;;;;;;;X;
817;STACJA PALIW;OLKOP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;GEN. KOMIEROWSKIEGO 28;NOWE;86-170;KUJAWSKO-POMORSKIE;ŚWIECKI;X;;X;;;;;;;X;
818;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 836);BYDGOSKA 29;NOWE N. WISŁĄ;86-170;KUJAWSKO-POMORSKIE;ŚWIECKI;X;X;X;;;;;;;X;
819;STACJA PALIW;EKO-TANK SP.Z O.O.;DWORCOWA 8B;OSIE;86-150;KUJAWSKO-POMORSKIE;ŚWIECKI;X;X;X;;;;;;;X;
820;STACJA PALIW;"OIL-GAZ GROUP" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚICĄ;PLEWNO 7A;PLEWNO;86-122;KUJAWSKO-POMORSKIE;ŚWIECKI;X;;X;;;;;;;X;
821;STACJA PALIW;"NAFTPOL" ANNA ZWIEWKA, ARKADIUSZ ZWIEWKA SPÓŁKA JAWNA (FR. ORLEN);ŁOWIŃSKA 6;PRUSZCZ;86-020;KUJAWSKO-POMORSKIE;ŚWIECKI;X;X;X;;;;;;;X;
822;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ŚWIECKA 36;STARE MARZY;86-134;KUJAWSKO-POMORSKIE;ŚWIECKI;X;;X;;;;;;;X;
823;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;CUKROWNIKÓW 5;ŚWIECIE;86-100;KUJAWSKO-POMORSKIE;ŚWIECKI;X;;X;;;;;;;X;
824;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WOJSKA POLSKIEGO 76;ŚWIECIE;86-100;KUJAWSKO-POMORSKIE;ŚWIECKI;X;X;X;;;;;;;X;
825;STACJA PALIW;OLKOP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WITOSA 5;ŚWIECIE;86-100;KUJAWSKO-POMORSKIE;ŚWIECKI;X;;X;;;;;;;X;
826;STACJA PALIW;GENERON SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCĄ;WOJSKA POLSKIEGO 5A;ŚWIECIE;66-100;KUJAWSKO-POMORSKIE;ŚWIECKI;X;X;X;;;;;;;X;
827;STACJA PALIW;PRZEDSIĘBIORSTW BUDOWLANO-MODERNIZACYJNE "ARKA" BOGDAN NIEĆ;PCK 4;ŚWIECIE;86-100;KUJAWSKO-POMORSKIE;ŚWIECKI;X;X;X;;;;;;;X;
828;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 839;BYDGOSKA 2C;ŚWIECIE;86-100;KUJAWSKO-POMORSKIE;ŚWIECKI;X;X;X;;;;;;;X;
829;STACJA PALIW;FIRMA TANK SPÓŁKA JAWNA W. KONCZALSKI, M. KONCZALSKI;LASKOWICKA 2;ŚWIECIE;86-100;KUJAWSKO-POMORSKIE;ŚWIECKI;X;X;X;;;;;;;X;
830;STACJA PALIW;ALPIS ALINA SUCHOCKA I PIOTR SUCHOCKI S.J.;TUCHOLSKA 24;ŚWIEKATOWO;86-182;KUJAWSKO-POMORSKIE;ŚWIECKI;X;;X;;;;;;;X;
831;STACJA PALIW;ELJOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOSCIĄ;SZKOLNA 25;WARLUBIE;86-160;KUJAWSKO-POMORSKIE;ŚWIECKI;X;;X;;;;;;;X;
832;STACJA PALIW;PRZEDSIĘBIORSTW BUDOWLANO-MODERNIZACYJNE "ARKA" BOGDAN NIEĆ;STAROGARDZKA 1;WARLUBIE;86-160;KUJAWSKO-POMORSKIE;ŚWIECKI;X;X;X;;;;;;;X;
833;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 4063);WIĄG 3A;WIĄG;86-100;KUJAWSKO-POMORSKIE;ŚWIECKI;X;X;X;;;;;;;X;
834;STACJA PALIW;IGLIŃSKI GRZEGORZ. DYSTRUBUCJA GAZU;WIERZCHY;WIERZCHY;86-150;KUJAWSKO-POMORSKIE;ŚWIECKI;;;;;;;;;;X;
835;STACJA PALIW;STACJA PALIW "BROWINA" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA, (STACJA FRANCZYZOWA PKN ORLEN S.A. NR 7419);BROWINA 100;BROWINA (CHEŁMŻA);87-140;KUJAWSKO-POMORSKIE;TORUŃSKI;X;X;X;;;;;;;X;
836;STACJA PALIW;STACJA GAZU PROPAN-BUTAN Z DWOMA ZBIORNIKAMI NA STACJI PALIW;BRZEZINKO, GM. LUBICZ;BRZEZINKO;87-162;KUJAWSKO-POMORSKIE;TORUŃSKI;;;;;;;;;;X;
837;STACJA PALIW;OLKOP BIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BRZEŹNO;BRZEŹNO/LUBICZ;87-162;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;X;
838;STACJA PALIW;FIRMA HANDLOWO-USŁUGOWA ZBIGNIEW LEGUTKO;DWORCOWA 26;CHEŁMŻA;87-140;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;X;
839;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 252;CHEŁMIŃSKIE PRZEDMIEŚCIE 2;CHEŁMŻA;87-140;KUJAWSKO-POMORSKIE;TORUŃSKI;X;X;X;;;;;;;X;
840;STACJA PALIW;WATIS POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BYDGOSKA 3;CIERPICE;87-165;KUJAWSKO-POMORSKIE;TORUŃSKI;X;X;X;;;;;;;X;
841;STACJA PALIW;DULCET SPÓŁKA JAWNA (PART. BP);BYDGOSKA 20;CIERPICE;87-102;KUJAWSKO-POMORSKIE;TORUŃSKI;X;X;X;;;;;;;X;
842;STACJA PALIW;STACJA TANKOWANIA POJAZDÓW PROPAN-BUTAN;TORUŃSKA  51;CZERNIKOWO;87-640;KUJAWSKO-POMORSKIE;TORUŃSKI;;;;;;;;;;X;
843;STACJA PALIW;BOR-PAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (PART. SHELL);TORUŃSKA 1;CZERNIKOWO;87-640;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;X;
844;STACJA PALIW;STACJE PALIW TWOYA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;GŁOGOWO;GŁOGOWO;87-123;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;X;
845;STACJA PALIW;"AMA" MAREK PROWADZISZ, ANTONI WILIGALSKI SPÓŁKA JAWNA;TORUŃSKA 9;GÓRSK;87-134;KUJAWSKO-POMORSKIE;TORUŃSKI;X;X;X;;;;;;;X;
846;STACJA PALIW;FIRMA USŁUGOWO-HANDLOWA "BUK-POL" HALINA BUKOWSKA;KOWALEWSKA 9;GRĘBOCIN;87-112;KUJAWSKO-POMORSKIE;TORUŃSKI;;;;;;;;;;X;
847;STACJA PALIW;OLKOP HURTOWNIA OLEJÓW I PALIW GABRIEL KROPKOWSKI;KOWALEWSKA 51;GRĘBOCIN;87-122;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;X;
848;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KAWĘCZYN 1;KAWĘCZYN;87-123;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;X;
849;STACJA PALIW;KAROL JANISZEWSKI STACJA AUTOGAZU KAROL JANISZEWSKI;LIPNOWSKA 11;LUBICZ GÓRNY;87-162;KUJAWSKO-POMORSKIE;TORUŃSKI;;;;;;;;;;X;
850;STACJA PALIW;STACJA PALIW;ŁĄŻYŃ;ŁĄŻYŃ;87-123;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;;
851;STACJA PALIW;"AMA" MAREK PROWADZISZ, ANTONI WILIGALSKI SPÓŁKA JAWNA;TORUŃSKA 101;ŁUBIANKA;87-152;KUJAWSKO-POMORSKIE;TORUŃSKI;X;X;X;;;;;;;X;
852;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;GDAŃSKA 6A;ŁYSOMICE;87-148;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;X;
853;STACJA PALIW;STACJA PALIW;MAZOWSZE G. CZERNIKOWO;MAZOWSZE;87-640;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;;
854;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 4062);OBROWO 3A (DROGA NR 10);OBROWO;87-126;KUJAWSKO-POMORSKIE;TORUŃSKI;X;X;X;;;;;;;X;
855;STACJA PALIW;"INTANK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOSCIĄ" SPÓŁKA KOMANDYTOWA;OSTASZEWO 1;OSTASZEWO;87-148;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;X;
856;STACJA PALIW;FIRMA "TANK" SPÓŁKA JAWNA W.KONCZALSKI M.KONCZALSKI (FR. ORLEN);TORUŃKA 2;PRZYSIEK;87-134;KUJAWSKO-POMORSKIE;TORUŃSKI;X;X;X;;;;;;;X;
857;STACJA PALIW;FIRMA "TANK" SPÓŁKA JAWNA W.KONCZALSKI M.KONCZALSKI;TORUŃSKA 2;PRZYSIEK;87-134;KUJAWSKO-POMORSKIE;TORUŃSKI;X;X;X;;;;;;;X;
858;STACJA PALIW;FIRMA "EL-ŁUK" WŁODZIMIERZ ŁUKIEWSKI, BEATA STĘPNIEWSKA SP. J. (STACJA FRANCZYZOWA PKN ORLEN S.A. NR 7601);ROGÓWKO 39A;ROGÓWKO;87-162;KUJAWSKO-POMORSKIE;TORUŃSKI;X;X;X;;;;;;;X;
859;STACJA PALIW;STACJA PALIW SPRZEDAŻ ARTYKUŁÓW ROLNYCH JAN CIPKOWSKI;87;ZELGNO;87-141;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;;
860;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ZŁA WIEŚ WIELKA (DROGA KRAJOWA 80);ZŁA WIEŚ WIELKA;87-134;KUJAWSKO-POMORSKIE;TORUŃSKI;X;;X;;;;;;;X;
861;STACJA PALIW;KARO-GAZ KAROLEWSKI PIOTR;GŁÓWNA 75;BYSŁAW;89-510;KUJAWSKO-POMORSKIE;TUCHOLSKI;;;;;;;;;;X;
862;STACJA PALIW;EKO-TANK SP.Z O.O.;GŁÓWNA 6;BYSŁAW;89-510;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;X;X;;;;;;;X;
863;STACJA PALIW;DELTA GARTENHOLZ POLSKA SP. Z O.O.;DĘBOWIEC 2;DĘBOWIEC;89-511;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;;X;;;;;;;X;
864;STACJA PALIW;PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWO-PRODUKCYJNE "OLPAS" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;USŁUGOWA 2;GOSTYCYN;89-520;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;;X;;;;;;;X;
865;STACJA PALIW;"NAFTPOL" ANNA ZWIEWKA, ARKADIUSZ ZWIEWKA SPÓŁKA JAWNA;GŁÓWNA  24;KĘSOWO;89-506;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;;X;;;;;;;X;
866;STACJA PALIW;TOMASZ MYSLIWIEC STACJA BENZYNOWA NAPRAWA RTV;LEŚNA 52;ŚLIWICE;89-530;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;;X;;;;;;;X;
867;STACJA PALIW;DYSTRYBUCJA GAZU PROPAN-BUTAN ROMGAZ ROMAN SZULTKA;CZARNA DROGA  5;TUCHOLA;89-500;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;;X;;;;;;;X;
868;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 832;CHOJNICKA 75;TUCHOLA;89-500;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;X;X;;;;;;;X;
869;STACJA PALIW;MARMUR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (PART. BP);ZIELONA 1;TUCHOLA;89-500;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;X;X;;;;;;;X;
870;STACJA PALIW;PHU ALEK ALOJZY LUTOBORSKI;TRANSPORTOWA 3;TUCHOLA;89-500;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;;X;;;;;;;X;
871;STACJA PALIW;PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE NICIEJEWSCY SPÓŁKA JAWNA (FR. ORLEN);ŚWIECKA 94;TUCHOLA;89-500;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;X;X;;;;;;;X;
872;STACJA PALIW;P.H.U.P. OLPAS SP. Z O.O.;BUDOWLANA  2;TUCHOLA;89-500;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;;X;;;;;;;;
873;STACJA PALIW;PRZEDSIĘBIORSTWO KOMUNIKACJI SAMOCHODOWEJ CHOJNICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BYDGOSKA 2;TUCHOLA;89-500;KUJAWSKO-POMORSKIE;TUCHOLSKI;X;;X;;;;;;;X;
874;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DZIAŁOWO 26;DZIAŁOWO;87-214;KUJAWSKO-POMORSKIE;WĄBRZESKI;X;X;X;;;;;;;X;
875;STACJA PALIW;"LOTOS PALIWA" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DZIAŁOWO 27;DZIAŁOWO;87-214;KUJAWSKO-POMORSKIE;WĄBRZESKI;X;X;X;;;;;;;X;
876;STACJA PALIW;PRZEDSIĘBIORSTWO WIELOBRANŻOWE "PIGUS" ŁUKASIK ANDRZEJ;JARANTOWICZKI 11;JARANTOWICZKI;87-200;KUJAWSKO-POMORSKIE;WĄBRZESKI;;;;;;;;;;X;
877;STACJA PALIW;AMIC POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;LIPNICA 22;LIPNICA (DĘBOWA ŁĄKA);87-212;KUJAWSKO-POMORSKIE;WĄBRZESKI;X;X;X;;;;;;;X;
878;STACJA PALIW;BOŻENA WIŚNIEWSKA PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE "SOLO" - BOŻENA WIŚNIEWSKA (FR. ORLEN);PŁUŻNICA 42;PŁUŻNICA;87-214;KUJAWSKO-POMORSKIE;WĄBRZESKI;X;X;X;;;;;;;X;
879;STACJA PALIW;PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE "SOLO" - BOŻENA WIŚNIEWSKA (FR. ORLEN);PŁUŻNICA 62A;PŁUŻNICA;87-214;KUJAWSKO-POMORSKIE;WĄBRZESKI;X;X;X;;;;;;;X;
880;STACJA PALIW;STACJA LPG MAŁGORZATA WOJNAROWSKA;ŻWIRKI I WIGURY;WĄBRZEŹNO;87-200;KUJAWSKO-POMORSKIE;WĄBRZESKI;;;;;;;;;;X;
881;STACJA PALIW;STACJA LPG ANDRZEJ ŁUKASIK;GRUDZIĄDZKA 27A;WĄBRZEŹNO;87-200;KUJAWSKO-POMORSKIE;WĄBRZESKI;;;;;;;;;;X;
882;STACJA PALIW;PRZEDSIĘBIORSTWO ROBÓT DROGOWYCH "DROBUD" SP. Z O.O.;MACIEJA RATAJA;WĄBRZEŹNO;87-200;KUJAWSKO-POMORSKIE;WĄBRZESKI;;;;;;;;;;X;
883;STACJA PALIW;STACJA LPG EWA I PIOTR RYDZIK;WIŚNIOWA;WĄBRZEŹNO;87-200;KUJAWSKO-POMORSKIE;WĄBRZESKI;;;;;;;;;;X;
884;STACJA PALIW;PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE "SOLO" - BOŻENA WIŚNIEWSKA (STACJA PARTNERSKA MARKI BP);WOLNOŚCI 69;WĄBRZEŹNO;87-200;KUJAWSKO-POMORSKIE;WĄBRZESKI;X;X;X;;;;;;;X;
885;STACJA PALIW;POLPETRPOL24 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ŚW. FLORIANA 8;WĄBRZEŹNO;87-200;KUJAWSKO-POMORSKIE;WĄBRZESKI;;;X;;;;;;;X;
886;STACJA PALIW;FIRMA "BOR-OLE" BORKOWICZ HENRYK;MIKOŁAJA Z RYŃSKA 9;WĄBRZEŹNO;87-200;KUJAWSKO-POMORSKIE;WĄBRZESKI;X;;X;;;;;;;X;
887;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 71);CHEŁMIŃSKA 51;WĄBRZEŹNO;87-200;KUJAWSKO-POMORSKIE;WĄBRZESKI;X;X;X;;;;;;;X;
888;STACJA PALIW;MIDOM MICHAŁ SMOLEŃSKI (PART. SHELL);MIKOŁAJA Z RYŃSKA 11A;WĄBRZEŻNO;87-200;KUJAWSKO-POMORSKIE;WĄBRZESKI;X;X;X;;;;;;;X;
889;STACJA PALIW;WALCZAK WŁODZIMIERZ STACJA OBSŁUGI SAMOCHODÓW;AUGUSTYNOWO, GM. IZBICA KUJAWSKA;AUGUSTYNOWO;87-865;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;;;;;;;;X;
890;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 1160;AUGUSTYNOWO 35B;AUGUSTYNOWO;87-865;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
891;STACJA PALIW;STEFAN KOZŁOWSKI, JAROSŁAW KOMOREK - WSPÓLNICY SPÓŁKI CYWILNEJ;BARUCHOWO 34A;BARUCHOWO;87-821;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
892;STACJA PALIW;PETROMAN PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;POCZTOWA 14;BONIEWO;87-531;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;;X;;;;;;;X;
893;STACJA PALIW;PETROMAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;POCZTOWA 14;BONIEWO;87-851;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;;X;;;;;;;X;
894;STACJA PALIW;AUTO-TANK KAZIMIERZ SOBCZAK;KOLEJOWA 54/3;BRZEŚĆ KUJAWSKI;87-880;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;;X;;;;;;;;
895;STACJA PALIW;SOLIDUS MOLEWSKI I WSPÓLNICY SP. J.;SIKORSKIEGO 1;CHOCEŃ;87-850;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
896;STACJA PALIW;JOLANTA, JANUSZ I WIESŁAW SIKORSCY;WARSZAWSKA 20A;CHODECZ;87-860;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;;;;;;;;X;
897;STACJA PALIW;PETROMAN PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;NOWA 2;CHODECZ;87-860;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
898;STACJA PALIW;OŚRODEK HODOWLI ZWIERZĄT ZARODOWYCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;CHODECZEK;CHODECZEK;87-860;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;X;;;;;;;;
899;STACJA PALIW;STACJA PALIW ZAKŁADU UTYLIZACJI ODPADÓW;DĄB POLSKI;DĄB POLSKI;;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;;;;;;;;X;
900;STACJA PALIW;PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE MARES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (PART. LOTOS);FABIANKI 84A;FABIANKI;87-811;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
901;STACJA PALIW;RYSZARD I MARIA ARCISZEWSCY;KOLSKA;IZBICA KUJAWSKA;87-865;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;;;;;;;;X;
902;STACJA PALIW;PETROMAN PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;SPORTOWA 1;IZBICA KUJAWSKA;87-865;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;;X;;;;;;;X;
903;STACJA PALIW;OLKOP HURTOWNIA OLEJÓW I PALIW GABRIEL KROPKOWSKI;WOJSKA POLSKIEGO 21B;KOWAL;87-820;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;;X;;;;;;;X;
904;STACJA PALIW;MAXOIL ANNA MAŁKOWSKA;JANA PAWŁA II 33;KRUSZYN;87-853;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;;X;;;;;;;X;
905;STACJA PALIW;PETROMAN PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;PARCELE 57;LUBRANIEC;87-890;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
906;STACJA PALIW;6 STACJA PALIW PETROMAN;STRAŻACKA 11;LUBRANIEC;87-890;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;X;;;;;;;;
907;STACJA PALIW;PETROMAN II SP. Z O.O. (STACJA PARTNERSKA MARKI LOTOS);LUBRANIEC PARCELE 56;LUBRANIEC;87-890;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
908;STACJA PALIW;PETROMAN PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;LUBRANIEC-PARCELE 57;LUBRANIEC-PARCELE;87-890;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
909;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 1076;MIKANOWO 32A;MIKANOWO;87-732;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
910;STACJA PALIW;AUTO-GAZ MARCIN ŚRÓBKA;MODZEROWO;MODZEROWO;87-800;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;;;;;;;;X;
911;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 186;NARTY 39;NARTY;87-840;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
912;STACJA PALIW;RADOSŁAW MAŁKOWSKI;NOWA WIEŚ;NOWA WIEŚ;87-800;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;;;;;;;;X;
913;STACJA PALIW;PETROKAN POLSKA SP. Z O.O. (FR. ORLEN);JANA PAWŁA II 33;NOWA WIEŚ;87-853;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;;X;;;;;;;X;
914;STACJA PALIW;P.U.P."WELT" MAREK KWIATKOWSKI;JANA PAWŁA II  18;NOWA WIEŚ;87-853;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;;X;;;;;;;X;
915;STACJA PALIW;PETROMAN PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;PIKUTKOWO 49A;PIKUTKOWO;87-890;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
916;STACJA PALIW;WŁADYSŁAW STEFANIAK "PODGRODZIE";PRZYDATKI GOŁASZEWSKIE 3;PRZYDATKI GOŁASZEWSKIE;87-820;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
917;STACJA PALIW;PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE "AUTOPOL" - ROBERT HANKIEWICZ;RUDA LUBIENIECKA 26A;RUDA LUBIENIECKA;;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;;;;;;;;X;
918;STACJA PALIW;PETROKAN BIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (FR. ORLEN);STARY BRZEŚĆ 1;STARY BRZEŚĆ;87-880;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
919;STACJA PALIW;USŁUGI TRANSPORTOWE „AUTO-TANK” KAZIMIERZ SOBCZAK;STARY BRZEŚĆ PARCELE;STARY BRZEŚĆ PARCELE;87-880;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;;;;;;;;X;
920;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;SZEWO 51A (A1);SZEWO;87-840;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
921;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;SZEWO 51B (A1);SZEWO;87-840;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;X;X;X;;;;;;;X;
922;STACJA PALIW;GRAŻYNA I KRZYSZTOF GŁÓWKA;WIŚLANA;SZPETAL GÓRNY;87-811;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;;;;;;;;X;
923;STACJA PALIW;MAREK GŁĄBICKI ARDEA;WŁOCŁAWSKA 23;SZPETAL GÓRNY;87-811;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;;;;;;;;X;
924;STACJA PALIW;WANDA I MIROSŁAW DOMOWICZ;WŁOCŁAWSKA 45;SZPETAL GÓRNY;87-811;KUJAWSKO-POMORSKIE;WŁOCŁAWSKI;;;;;;;;;;X;
